timestamp,building_id,meter_reading,site_id,primaryspaceusage,sqm,sqft,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,carbon_emission_kg
2016-01-02 05:00:00,Bobcat_office_Melody,57.37,Bobcat,Office,2503.6,26948.0,-11.7,0.0,-17.2,0.0,-1.0,1031.7,0.0,0.0,25.816499999999998
2016-01-02 06:00:00,Bobcat_office_Melody,58.5,Bobcat,Office,2503.6,26948.0,-12.2,0.0,-17.8,0.0,-1.0,1031.8,220.0,3.1,26.325
2016-01-02 07:00:00,Bobcat_office_Melody,60.63,Bobcat,Office,2503.6,26948.0,-10.6,1.0,-16.1,0.0,-1.0,1032.6,260.0,3.1,27.2835
2016-01-02 08:00:00,Bobcat_office_Melody,60.3701,Bobcat,Office,2503.6,26948.0,-11.7,2.0,-17.2,0.0,-1.0,1032.5,0.0,0.0,27.166545
2016-01-02 09:00:00,Bobcat_office_Melody,58.13,Bobcat,Office,2503.6,26948.0,-11.7,3.0,-16.7,0.0,-1.0,1032.7,290.0,2.1,26.1585
2016-01-02 10:00:00,Bobcat_office_Melody,56.0,Bobcat,Office,2503.6,26948.0,-10.0,4.0,-16.1,0.0,-1.0,1032.6,290.0,2.6,25.2
2016-01-02 11:00:00,Bobcat_office_Melody,57.3701,Bobcat,Office,2503.6,26948.0,-8.9,0.0,-15.0,0.0,-1.0,1033.0,290.0,3.1,25.816545
2016-01-02 12:00:00,Bobcat_office_Melody,54.6301,Bobcat,Office,2503.6,26948.0,-8.3,0.0,-14.4,0.0,-1.0,1031.8,290.0,2.1,24.583545
2016-01-02 13:00:00,Bobcat_office_Melody,53.75,Bobcat,Office,2503.6,26948.0,-8.3,0.0,-13.9,0.0,-1.0,1031.5,310.0,3.6,24.1875
2016-01-02 14:00:00,Bobcat_office_Melody,56.87,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-13.9,0.0,-1.0,1030.7,300.0,2.1,25.5915
2016-01-02 15:00:00,Bobcat_office_Melody,55.38,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-13.3,0.0,-1.0,1030.4,300.0,3.1,24.921000000000003
2016-01-02 16:00:00,Bobcat_office_Melody,55.25,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-12.8,0.0,-1.0,1030.6,340.0,2.6,24.8625
2016-01-02 17:00:00,Bobcat_office_Melody,54.37,Bobcat,Office,2503.6,26948.0,-7.8,0.0,-12.2,0.0,-1.0,1030.0,310.0,2.1,24.4665
2016-01-02 18:00:00,Bobcat_office_Melody,56.75,Bobcat,Office,2503.6,26948.0,-7.8,0.0,-12.2,0.0,-1.0,1030.6,330.0,1.5,25.5375
2016-01-02 19:00:00,Bobcat_office_Melody,55.0001,Bobcat,Office,2503.6,26948.0,-8.3,2.0,-12.8,0.0,-1.0,1029.8,260.0,2.1,24.750045000000004
2016-01-02 20:00:00,Bobcat_office_Melody,55.88,Bobcat,Office,2503.6,26948.0,-7.8,0.0,-13.3,0.0,-1.0,1030.0,0.0,0.0,25.146
2016-01-02 21:00:00,Bobcat_office_Melody,54.37,Bobcat,Office,2503.6,26948.0,-10.0,0.0,-14.4,0.0,-1.0,1030.9,0.0,0.0,24.4665
2016-01-02 22:00:00,Bobcat_office_Melody,54.38,Bobcat,Office,2503.6,26948.0,-7.8,0.0,-13.3,0.0,-1.0,1030.2,310.0,1.5,24.471
2016-01-02 23:00:00,Bobcat_office_Melody,55.62,Bobcat,Office,2503.6,26948.0,-7.8,0.0,-12.8,0.0,-1.0,1029.9,0.0,0.0,25.029
2016-01-03 00:00:00,Bobcat_office_Melody,55.25,Bobcat,Office,2503.6,26948.0,-7.2,2.0,-12.8,0.0,-1.0,1030.1,310.0,2.1,24.8625
2016-01-03 01:00:00,Bobcat_office_Melody,56.6301,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-12.2,0.0,-1.0,1029.5,0.0,0.0,25.483545
2016-01-03 02:00:00,Bobcat_office_Melody,53.75,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-12.2,0.0,-1.0,1029.0,270.0,2.1,24.1875
2016-01-03 03:00:00,Bobcat_office_Melody,53.5,Bobcat,Office,2503.6,26948.0,-8.3,0.0,-12.8,0.0,-1.0,1029.5,290.0,1.5,24.075
2016-01-03 04:00:00,Bobcat_office_Melody,54.0,Bobcat,Office,2503.6,26948.0,-7.8,0.0,-13.3,0.0,-1.0,1028.7,300.0,1.5,24.3
2016-01-03 05:00:00,Bobcat_office_Melody,55.37,Bobcat,Office,2503.6,26948.0,-8.3,4.0,-12.8,0.0,-1.0,1028.4,360.0,2.1,24.9165
2016-01-03 06:00:00,Bobcat_office_Melody,54.5001,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-12.2,0.0,-1.0,1027.7,350.0,2.6,24.525045000000002
2016-01-03 07:00:00,Bobcat_office_Melody,55.88,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-12.2,0.0,-1.0,1028.2,0.0,0.0,25.146
2016-01-03 08:00:00,Bobcat_office_Melody,55.5001,Bobcat,Office,2503.6,26948.0,-6.7,0.0,-12.8,0.0,-1.0,1028.1,290.0,2.1,24.975045
2016-01-03 09:00:00,Bobcat_office_Melody,56.25,Bobcat,Office,2503.6,26948.0,-6.1,0.0,-12.2,0.0,-1.0,1028.6,330.0,2.1,25.3125
2016-01-03 10:00:00,Bobcat_office_Melody,55.5,Bobcat,Office,2503.6,26948.0,-6.7,0.0,-10.6,0.0,-1.0,1028.6,310.0,3.1,24.975
2016-01-03 11:00:00,Bobcat_office_Melody,55.62,Bobcat,Office,2503.6,26948.0,-6.1,0.0,-11.1,0.0,-1.0,1028.4,310.0,3.1,25.029
2016-01-03 12:00:00,Bobcat_office_Melody,52.38,Bobcat,Office,2503.6,26948.0,-5.0,0.0,-11.1,0.0,-1.0,1027.3,310.0,2.6,23.571
2016-01-03 13:00:00,Bobcat_office_Melody,52.7501,Bobcat,Office,2503.6,26948.0,-3.9,0.0,-11.1,0.0,-1.0,1026.1,300.0,2.6,23.737545
2016-01-03 14:00:00,Bobcat_office_Melody,53.0001,Bobcat,Office,2503.6,26948.0,-5.0,0.0,-11.1,0.0,-1.0,1025.5,330.0,2.6,23.850045
2016-01-03 15:00:00,Bobcat_office_Melody,53.87,Bobcat,Office,2503.6,26948.0,-4.4,0.0,-9.4,0.0,-1.0,1025.2,320.0,2.6,24.2415
2016-01-03 16:00:00,Bobcat_office_Melody,54.38,Bobcat,Office,2503.6,26948.0,-4.4,0.0,-10.0,0.0,-1.0,1024.9,300.0,1.5,24.471
2016-01-03 17:00:00,Bobcat_office_Melody,57.25,Bobcat,Office,2503.6,26948.0,-5.0,0.0,-10.6,0.0,-1.0,1025.0,0.0,0.0,25.7625
2016-01-03 18:00:00,Bobcat_office_Melody,56.5,Bobcat,Office,2503.6,26948.0,-5.0,0.0,-10.6,0.0,-1.0,1024.9,0.0,0.0,25.425
2016-01-03 19:00:00,Bobcat_office_Melody,56.12,Bobcat,Office,2503.6,26948.0,-5.6,2.0,-10.6,0.0,-1.0,1024.8,0.0,0.0,25.253999999999998
2016-01-03 20:00:00,Bobcat_office_Melody,55.3801,Bobcat,Office,2503.6,26948.0,-6.1,2.0,-9.4,0.0,-1.0,1025.2,0.0,0.0,24.921045
2016-01-03 21:00:00,Bobcat_office_Melody,55.37,Bobcat,Office,2503.6,26948.0,-5.6,0.0,-9.4,0.0,-1.0,1023.9,0.0,0.0,24.9165
2016-01-03 22:00:00,Bobcat_office_Melody,56.0001,Bobcat,Office,2503.6,26948.0,-6.1,0.0,-10.0,0.0,-1.0,1023.8,0.0,0.0,25.200045000000003
2016-01-03 23:00:00,Bobcat_office_Melody,56.3802,Bobcat,Office,2503.6,26948.0,-7.8,0.0,-10.0,0.0,-1.0,1023.5,0.0,0.0,25.371090000000002
2016-01-04 00:00:00,Bobcat_office_Melody,55.3701,Bobcat,Office,2503.6,26948.0,-6.1,0.0,-9.4,0.0,-1.0,1022.8,310.0,1.5,24.916545
2016-01-04 01:00:00,Bobcat_office_Melody,54.25,Bobcat,Office,2503.6,26948.0,-7.2,4.0,-10.6,0.0,-1.0,1021.8,290.0,2.1,24.4125
2016-01-04 02:00:00,Bobcat_office_Melody,54.3801,Bobcat,Office,2503.6,26948.0,-7.8,0.0,-11.1,0.0,-1.0,1021.8,0.0,0.0,24.471045
2016-01-04 03:00:00,Bobcat_office_Melody,55.5,Bobcat,Office,2503.6,26948.0,-6.1,0.0,-10.6,0.0,-1.0,1020.7,270.0,2.1,24.975
2016-01-04 04:00:00,Bobcat_office_Melody,54.62,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-10.6,0.0,-1.0,1020.6,0.0,0.0,24.579
2016-01-04 05:00:00,Bobcat_office_Melody,57.0001,Bobcat,Office,2503.6,26948.0,-6.1,0.0,-10.0,0.0,-1.0,1020.1,210.0,4.6,25.650045000000002
2016-01-04 06:00:00,Bobcat_office_Melody,59.2501,Bobcat,Office,2503.6,26948.0,-5.6,0.0,-9.4,0.0,-1.0,1019.6,230.0,1.5,26.662545
2016-01-04 07:00:00,Bobcat_office_Melody,59.5,Bobcat,Office,2503.6,26948.0,-5.0,0.0,-10.0,0.0,-1.0,1020.5,250.0,1.5,26.775000000000002
2016-01-04 08:00:00,Bobcat_office_Melody,68.0,Bobcat,Office,2503.6,26948.0,-7.2,0.0,-10.6,0.0,-1.0,1021.0,0.0,0.0,30.6
2016-01-04 09:00:00,Bobcat_office_Melody,70.1301,Bobcat,Office,2503.6,26948.0,-6.1,0.6666666666666666,-8.9,0.0,-1.0,1019.8,10.0,1.5,31.558545
2016-01-04 10:00:00,Bobcat_office_Melody,84.25,Bobcat,Office,2503.6,26948.0,-4.4,1.3333333333333333,-8.3,0.0,-1.0,1019.2,310.0,2.1,37.9125
2016-01-04 11:00:00,Bobcat_office_Melody,65.12,Bobcat,Office,2503.6,26948.0,-5.0,2.0,-7.8,0.0,-1.0,1019.1,330.0,3.1,29.304000000000002
2016-01-04 12:00:00,Bobcat_office_Melody,64.0,Bobcat,Office,2503.6,26948.0,-3.3,2.0,-7.8,0.0,-1.0,1016.8,300.0,2.6,28.8
2016-01-04 13:00:00,Bobcat_office_Melody,63.38,Bobcat,Office,2503.6,26948.0,-2.8,2.0,-7.8,0.0,-1.0,1016.2,320.0,3.1,28.521
2016-01-04 14:00:00,Bobcat_office_Melody,65.0,Bobcat,Office,2503.6,26948.0,-2.8,2.0,-7.8,0.0,-1.0,1015.7,300.0,2.6,29.25
2016-01-04 15:00:00,Bobcat_office_Melody,63.5001,Bobcat,Office,2503.6,26948.0,-1.7,2.0,-6.7,0.0,-1.0,1015.4,0.0,0.0,28.575045000000003
2016-01-04 16:00:00,Bobcat_office_Melody,61.5001,Bobcat,Office,2503.6,26948.0,-1.1,2.0,-6.7,0.0,-1.0,1015.3,0.0,0.0,27.675045
2016-01-04 17:00:00,Bobcat_office_Melody,56.87,Bobcat,Office,2503.6,26948.0,-2.2,2.0,-5.6,0.0,-1.0,1015.4,210.0,4.1,25.5915
2016-01-04 18:00:00,Bobcat_office_Melody,56.63,Bobcat,Office,2503.6,26948.0,-2.8,2.0,-6.1,0.0,-1.0,1015.2,200.0,1.5,25.483500000000003
2016-01-04 19:00:00,Bobcat_office_Melody,58.0,Bobcat,Office,2503.6,26948.0,-2.8,2.0,-5.6,0.0,-1.0,1014.8,340.0,2.6,26.1
2016-01-04 20:00:00,Bobcat_office_Melody,58.62,Bobcat,Office,2503.6,26948.0,-2.8,2.0,-5.6,0.0,-1.0,1015.0,0.0,0.0,26.378999999999998
2016-01-04 21:00:00,Bobcat_office_Melody,56.25,Bobcat,Office,2503.6,26948.0,-2.8,2.0,-5.6,0.0,-1.0,1014.8,300.0,2.1,25.3125
2016-01-04 22:00:00,Bobcat_office_Melody,58.75,Bobcat,Office,2503.6,26948.0,-2.8,2.0,-6.1,0.0,-1.0,1014.5,0.0,0.0,26.4375
2016-01-04 23:00:00,Bobcat_office_Melody,55.7499,Bobcat,Office,2503.6,26948.0,-2.8,2.0,-6.1,0.0,-1.0,1014.4,0.0,0.0,25.087455
2016-01-05 00:00:00,Bobcat_office_Melody,56.0,Bobcat,Office,2503.6,26948.0,-3.3,2.0,-6.1,0.0,-1.0,1014.4,300.0,1.5,25.2
2016-01-05 01:00:00,Bobcat_office_Melody,53.25,Bobcat,Office,2503.6,26948.0,-2.2,2.0,-5.0,0.0,-1.0,1013.6,0.0,0.0,23.962500000000002
2016-01-05 02:00:00,Bobcat_office_Melody,52.75,Bobcat,Office,2503.6,26948.0,-2.2,2.0,-4.4,0.0,-1.0,1013.4,240.0,1.5,23.7375
2016-01-05 03:00:00,Bobcat_office_Melody,54.25,Bobcat,Office,2503.6,26948.0,-2.2,2.0,-5.6,0.0,-1.0,1014.0,270.0,3.1,24.4125
2016-01-05 04:00:00,Bobcat_office_Melody,61.38,Bobcat,Office,2503.6,26948.0,-2.2,2.0,-5.0,-1.0,-1.0,1013.4,0.0,0.0,27.621000000000002
2016-01-05 05:00:00,Bobcat_office_Melody,72.25,Bobcat,Office,2503.6,26948.0,-1.7,2.0,-4.4,0.0,-1.0,1013.1,160.0,1.5,32.5125
2016-01-05 06:00:00,Bobcat_office_Melody,74.5001,Bobcat,Office,2503.6,26948.0,-1.7,2.0,-3.9,0.0,0.8333333333333333,1013.0,110.0,1.5,33.525045000000006
2016-01-05 07:00:00,Bobcat_office_Melody,73.8701,Bobcat,Office,2503.6,26948.0,-0.6,2.0,-1.7,-1.0,2.6666666666666665,1012.8,180.0,2.6,33.241544999999995
2016-01-05 08:00:00,Bobcat_office_Melody,68.1301,Bobcat,Office,2503.6,26948.0,0.6,2.0,-0.6,-1.0,4.5,1012.7,150.0,1.5,30.658545
2016-01-05 09:00:00,Bobcat_office_Melody,62.75,Bobcat,Office,2503.6,26948.0,0.6,2.0,-0.6,-1.0,6.333333333333333,1012.8,0.0,0.0,28.2375
2016-01-05 10:00:00,Bobcat_office_Melody,62.37,Bobcat,Office,2503.6,26948.0,0.0,2.0,-0.6,3.0,8.166666666666666,1013.4,60.0,1.5,28.066499999999998
2016-01-05 11:00:00,Bobcat_office_Melody,63.13,Bobcat,Office,2503.6,26948.0,1.1,2.0,0.6,2.0,10.0,1013.0,0.0,0.0,28.4085
2016-01-05 12:00:00,Bobcat_office_Melody,62.25,Bobcat,Office,2503.6,26948.0,1.1,2.0,0.6,5.0,9.166666666666666,1012.6,60.0,2.6,28.0125
2016-01-05 13:00:00,Bobcat_office_Melody,63.62,Bobcat,Office,2503.6,26948.0,2.2,2.0,1.1,0.0,8.333333333333334,1011.3,0.0,0.0,28.628999999999998
2016-01-05 14:00:00,Bobcat_office_Melody,59.5001,Bobcat,Office,2503.6,26948.0,1.7,2.0,0.6,0.0,7.5,1010.8499999999999,310.0,2.1,26.775045000000002
2016-01-05 15:00:00,Bobcat_office_Melody,62.5,Bobcat,Office,2503.6,26948.0,1.7,2.0,1.1,0.0,6.666666666666666,1010.4,0.0,0.0,28.125
2016-01-05 16:00:00,Bobcat_office_Melody,58.88,Bobcat,Office,2503.6,26948.0,1.1,2.0,0.6,0.0,5.833333333333333,1010.6,330.0,1.5,26.496000000000002
2016-01-05 17:00:00,Bobcat_office_Melody,58.8702,Bobcat,Office,2503.6,26948.0,1.1,2.0,0.6,0.0,5.0,1010.6,0.0,0.0,26.49159
2016-01-05 18:00:00,Bobcat_office_Melody,59.88,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.0,0.0,4.666666666666667,1010.6,280.0,2.6,26.946
2016-01-05 19:00:00,Bobcat_office_Melody,58.37,Bobcat,Office,2503.6,26948.0,0.0,2.0,0.0,0.0,4.333333333333333,1010.3,40.0,1.5,26.2665
2016-01-05 20:00:00,Bobcat_office_Melody,57.0,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.0,0.0,4.0,1010.1,0.0,0.0,25.650000000000002
2016-01-05 21:00:00,Bobcat_office_Melody,55.25,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,0.0,3.666666666666667,1010.0,180.0,1.5,24.8625
2016-01-05 22:00:00,Bobcat_office_Melody,56.13,Bobcat,Office,2503.6,26948.0,1.1,2.0,0.0,0.0,3.3333333333333335,1009.9,90.0,1.5,25.2585
2016-01-05 23:00:00,Bobcat_office_Melody,54.5,Bobcat,Office,2503.6,26948.0,2.8,2.0,0.0,0.0,3.0,1009.3,170.0,3.6,24.525000000000002
2016-01-06 00:00:00,Bobcat_office_Melody,53.75,Bobcat,Office,2503.6,26948.0,2.8,2.0,0.0,0.0,2.666666666666667,1009.0,120.0,2.1,24.1875
2016-01-06 01:00:00,Bobcat_office_Melody,55.5,Bobcat,Office,2503.6,26948.0,2.2,2.0,-0.6,0.0,2.3333333333333335,1008.4,150.0,1.5,24.975
2016-01-06 02:00:00,Bobcat_office_Melody,55.75,Bobcat,Office,2503.6,26948.0,1.7,2.0,0.0,0.0,2.0,1008.1,180.0,1.5,25.087500000000002
2016-01-06 03:00:00,Bobcat_office_Melody,55.3701,Bobcat,Office,2503.6,26948.0,1.7,2.0,-0.6,0.0,1.666666666666667,1007.9,280.0,2.6,24.916545
2016-01-06 04:00:00,Bobcat_office_Melody,54.1301,Bobcat,Office,2503.6,26948.0,1.1,2.0,0.0,0.0,1.3333333333333335,1007.9,350.0,1.5,24.358545
2016-01-06 05:00:00,Bobcat_office_Melody,54.87,Bobcat,Office,2503.6,26948.0,0.6,2.0,-0.6,0.0,1.0,1007.4,120.0,1.5,24.691499999999998
2016-01-06 06:00:00,Bobcat_office_Melody,56.25,Bobcat,Office,2503.6,26948.0,1.1,2.0,-0.6,0.0,0.666666666666667,1007.1,140.0,1.5,25.3125
2016-01-06 07:00:00,Bobcat_office_Melody,60.6301,Bobcat,Office,2503.6,26948.0,2.2,2.0,-1.7,0.0,0.3333333333333339,1007.1,210.0,2.1,27.283545
2016-01-06 08:00:00,Bobcat_office_Melody,60.7501,Bobcat,Office,2503.6,26948.0,0.6,2.0,-0.6,0.0,0.0,1007.6,0.0,0.0,27.337545000000002
2016-01-06 09:00:00,Bobcat_office_Melody,60.62,Bobcat,Office,2503.6,26948.0,0.6,2.0,-0.6,0.0,-0.33333333333333304,1007.7,0.0,0.0,27.279
2016-01-06 10:00:00,Bobcat_office_Melody,60.13,Bobcat,Office,2503.6,26948.0,2.2,2.0,-1.1,0.0,-0.6666666666666661,1007.4,0.0,0.0,27.058500000000002
2016-01-06 11:00:00,Bobcat_office_Melody,61.2501,Bobcat,Office,2503.6,26948.0,2.2,2.0,-1.1,-1.0,-1.0,1007.4,140.0,2.1,27.562545000000004
2016-01-06 12:00:00,Bobcat_office_Melody,61.25,Bobcat,Office,2503.6,26948.0,2.8,2.0,0.0,-1.0,2.5,1007.1,180.0,2.1,27.5625
2016-01-06 13:00:00,Bobcat_office_Melody,59.0,Bobcat,Office,2503.6,26948.0,2.8,2.0,0.6,3.0,6.0,1006.3,0.0,0.0,26.55
2016-01-06 14:00:00,Bobcat_office_Melody,59.37,Bobcat,Office,2503.6,26948.0,1.7,2.0,0.6,8.0,9.5,1006.2,150.0,2.1,26.7165
2016-01-06 15:00:00,Bobcat_office_Melody,61.0,Bobcat,Office,2503.6,26948.0,2.2,2.0,0.6,-1.0,13.0,1005.8,0.0,0.0,27.45
2016-01-06 16:00:00,Bobcat_office_Melody,56.63,Bobcat,Office,2503.6,26948.0,2.2,2.0,1.1,-1.0,16.5,1006.0,0.0,0.0,25.483500000000003
2016-01-06 17:00:00,Bobcat_office_Melody,55.7501,Bobcat,Office,2503.6,26948.0,1.7,2.0,1.1,13.0,20.0,1006.8,150.0,2.1,25.087545000000002
2016-01-06 18:00:00,Bobcat_office_Melody,55.75,Bobcat,Office,2503.6,26948.0,1.1,2.0,0.6,13.0,26.833333333333332,1007.1,0.0,0.0,25.087500000000002
2016-01-06 19:00:00,Bobcat_office_Melody,54.8701,Bobcat,Office,2503.6,26948.0,0.0,2.0,0.0,23.0,33.666666666666664,1007.4,0.0,0.0,24.691545
2016-01-06 20:00:00,Bobcat_office_Melody,56.2501,Bobcat,Office,2503.6,26948.0,0.0,2.0,0.0,8.0,40.5,1007.4,130.0,1.5,25.312545000000004
2016-01-06 21:00:00,Bobcat_office_Melody,54.0,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,5.0,47.33333333333333,1007.6,160.0,3.6,24.3
2016-01-06 22:00:00,Bobcat_office_Melody,53.63,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,8.0,54.166666666666664,1007.3,150.0,2.1,24.1335
2016-01-06 23:00:00,Bobcat_office_Melody,55.62,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,3.0,61.0,1007.3,130.0,2.1,25.029
2016-01-07 00:00:00,Bobcat_office_Melody,54.1301,Bobcat,Office,2503.6,26948.0,0.0,2.0,0.0,3.0,56.333333333333336,1007.1,170.0,2.1,24.358545
2016-01-07 01:00:00,Bobcat_office_Melody,52.12,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.0,2.0,51.666666666666664,1006.9000000000001,120.0,2.6,23.454
2016-01-07 02:00:00,Bobcat_office_Melody,54.38,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,3.0,47.0,1006.7,150.0,1.5,24.471
2016-01-07 03:00:00,Bobcat_office_Melody,55.0,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,3.0,42.33333333333333,1006.5,0.0,0.0,24.75
2016-01-07 04:00:00,Bobcat_office_Melody,55.0,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,-1.0,37.666666666666664,1006.6,190.0,2.6,24.75
2016-01-07 05:00:00,Bobcat_office_Melody,54.62,Bobcat,Office,2503.6,26948.0,0.0,2.0,0.0,28.0,33.0,1006.7,200.0,1.5,24.579
2016-01-07 06:00:00,Bobcat_office_Melody,54.3801,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.0,13.0,30.5,1006.6,40.0,1.5,24.471045
2016-01-07 07:00:00,Bobcat_office_Melody,55.87,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,-1.0,28.0,1006.8,30.0,2.6,25.1415
2016-01-07 08:00:00,Bobcat_office_Melody,58.38,Bobcat,Office,2503.6,26948.0,0.6,2.0,0.6,0.0,25.5,1006.7,20.0,2.1,26.271
